餐廳名稱,Ranking,評論數,餐廳類型,餐廳區域,電話,地址
陽明溫泉渡假村(菁山遊憩區),3.9,257,渡假村,台北市士林區,02 2862 5116,111台北市士林區菁山路101巷71弄16號
漢來海港餐廳 天母店,4.1,"4,202",自助餐廳,台北市士林區,07 412 8068#2,111台北市士林區中山北路六段77號7樓
牛角日本燒肉專門店-高島屋店,3.2,607,日式燒肉,台北市士林區,02 2834 9221,111台北市士林區忠誠路二段55號12樓
士林生炒羊肉,3.6,540,熟食店,台北市士林區,02 8861 3476,111台北市士林區大東路21之3號
菩提素,4.9,24,熟食店,台北市士林區,02 2831 9696,111028台北市士林區士東路200巷83號
愜意Pleasant cafe(不定休.請查看粉專）,4.5,333,咖啡廳,台北市士林區,NA,111台北市士林區天玉街38巷18弄22號1樓
Na'vi Garden Restaurant,4.0,385,花園,台北市士林區,02 2861 5800,111台北市士林區仰德大道三段250巷11弄51號
安德斯葡式蛋撻-士林店,3.8,82,餐廳,台北市士林區,02 2837 1068,111台北市士林區中正路236號
大嘴巴牛肉麵,3.5,183,中式麵食,台北市士林區,02 2838 1619,111台北市士林區美德街66號
台北美之宴會舘 Taipei Beauty Banquet,4.0,444,宴會廳,台北市士林區,02 2882 6089,111台北市士林區前港街21號
義瑪卡多天母咖啡廳,4.1,"1,052",咖啡廳,台北市士林區,02 2875 5229,111台北市士林區忠誠路二段162號
OROMO CAFE 士林店,4.1,315,咖啡店,台北市士林區,02 2883 2377,111台北市士林區美德街16巷1號號 後門 士 林捷運 站 1 號 出口 旁
PIZZA HUT必勝客-士林承德店,3.4,264,披薩外帶,台北市士林區,02 2883 3639,11161台北市士林區大南路276號
大衛小小羊 David& Alpaca,3.5,257,西部料理,台北市士林區,02 2861 9668,111台北市士林區國泰街9號
SUBWAY,3.0,343,潛艇三明治,台北市士林區,02 2836 3818,111台北市士林區美德街62號
Coffee and Couple,4.4,355,咖啡廳,台北市士林區,02 2883 9123,111台北市士林區文林路404巷10號
UiNN Business Hotel 悠逸商旅(台北士林),4.3,904,旅館,台北市士林區,02 2888 3966,111台北市士林區承德路四段318號
50嵐 士林文林店,4.0,368,珍珠奶茶,台北市士林區,02 2881 5922,111台北市士林區文林路191號
PIZZA HUT必勝客-士林中正店,3.4,145,披薩外帶,台北市士林區,02 2883 9850,111台北市士林區中正路241號
TAKEAWAY COFFEE 帶著走咖啡｜咖啡豆專賣｜,4.8,254,咖啡廳,台北市士林區,02 2883 3323,111台北市士林區中正路213巷2-1號
三街巷蒜味塩酥雞/士林美食/士林小吃/士林鹽酥雞/士林雞排/士林宵夜/士林炸物,3.1,366,小吃店,台北市士林區,02 2834 3262,111台北市士林區文林路543號
綠蓋茶‧館,3.9,584,咖啡廳,台北市士林區,02 2888 1301,111台北市士林區文林路340-1號
娘娘雞排 士林大東旗艦店,2.8,253,餐廳,台北市士林區,02 2881 0622,111台北市士林區中正路235巷42號
臺北士林官邸,4.3,"16,963",歷史建築,台北市士林區,02 2883 6340,111台北市士林區福林路60號
我家牛排,3.4,425,美式扒房,台北市士林區,02 2873 6695,111台北市士林區天母西路13巷13號
STARBUCKS 星巴克 (草山門市),4.4,"1,712",咖啡廳,台北市士林區,02 2862 7317,111台北市士林區國泰街5號
MB white coffee -天母店,4.0,406,咖啡廳,台北市士林區,02 2876 7321,111台北市士林區中山北路六段740號
Garden91草山玉溪,4.4,501,藝術博物館,台北市士林區,02 2834 2637,111台北市士林區仰德大道二段91號
芝山站,4.3,285,地鐵站,台北市士林區,02 2181 2345,111台北市士林區福國路70號
CAMA COFFEE ROASTERS 豆留森林,4.1,"1,220",咖啡店,台北市士林區,02 2861 1218,111台北市士林區格致路70號
臺北市兒童新樂園(請至官網預約入園),4.4,"27,197",主題公園/遊樂場,台北市士林區,02 2833 3823,11169台北市士林區承德路五段55號
怡客咖啡 士林店,3.8,"1,016",咖啡店,台北市士林區,02 2880 5920,111台北市士林區中正路231號
R bar 逸庭 - 台北士林萬麗酒店,4.7,144,酒吧,台北市士林區,02 8861 2389,11141台北市士林區中山北路五段470巷8號1樓
劍潭青年活動中心,4.0,545,青年活動中心,台北市士林區,02 2885 2151,111台北市士林區中山北路四段16號
遠東SOGO 台北天母店,4.2,"5,938",百貨公司,台北市士林區,02 2776 5555,111台北市士林區中山北路六段77號
STARBUCKS 星巴克 (士捷門市),4.1,740,咖啡廳,台北市士林區,02 2883 1657,111台北市士林區中正路239號
Banana Blue Coffee 005,4.0,221,咖啡店,台北市士林區,02 2833 1858,11145台北市士林區中正路182號
Louisa Coffee 路易莎咖啡 (士林新光店),3.8,434,咖啡店,台北市士林區,02 8866 1616,111台北市士林區文昌路42號
福星廣東粥蛤蜊麵 士林店,4.1,108,熟食店,台北市士林區,02 2888 2777,111台北市士林區大東路135號
天母古道親山步道,4.4,"2,905",行山徑,台北市士林區,NA,111台北市士林區中山北路七段
新光三越台北天母店A館,4.0,"4,597",百貨公司,台北市士林區,02 2875 6000,111台北市士林區天母東路68號A棟
陽明山美國渡假村,4.4,310,酒店,台北市士林區,0963 268 580,111台北市士林區凱旋路61巷2弄2號
士林捷運站機車停車場,3.8,40,停車場,台北市士林區,080 020 8333,111台北市士林區福德路1號
士林夜市深夜流氓熱炒,4.1,651,熟食店,台北市士林區,NA,111台北市士林區大東路16號
國立故宮博物院,4.5,"40,416",博物館,台北市士林區,02 6610 3600,111台北市士林區至善路二段221號
棉花田生機園地(士林門市),4.0,25,有機商店,台北市士林區,02 2836 4746,11160台北市士林區華榮街1號
天母SOGO,4.4,134,百貨公司,台北市士林區,02 2834 5000,111台北市士林區中山北路六段77號
STARBUCKS 星巴克 (天母中山門市),4.1,347,咖啡店,台北市士林區,02 2874 1397,111台北市士林區中山北路六段719號
絹絲谷SPA會館,4.1,50,水療美容中心,台北市士林區,02 2862 6217,111台北市士林區永公路500巷46號
裕豐魯肉飯,4.1,372,熟食店,台北市士林區,02 2881 8625,111台北市士林區福港街127號
士林慈諴宮,4.5,"1,339",寺廟,台北市士林區,02 2880 2972,111台北市士林區大南路84號
真愛桃花源 婚紗攝影基地,4.6,46,結婚攝影師,台北市士林區,02 2862 9766,111台北市士林區華岡路30號
花藏雪 手作雪氷,4.4,856,冰品飲料店,台北市士林區,02 2883 3807,111台北市士林區大北路27號
雅力根坊,4.1,314,西餅店,台北市士林區,02 2880 3147,111台北市士林區中山北路五段511號
天母棒球場,4.2,"1,466",棒球場,台北市士林區,02 2873 5688,111台北市士林區忠誠路二段77號
劉記蔬菜蛋餅,4.7,62,設攤服務,台北市士林區,NA,111台北市士林區華光街
劍潭站,4.2,497,地鐵站,台北市士林區,NA,111台北市士林區中山北路五段65號
劍潭國小,4.1,47,學校,台北市士林區,02 2885 5491,111台北市士林區通河街16號
三腳渡碼頭,4.2,58,渡輪碼頭,台北市士林區,NA,111台北市士林區
Kahu Cafe,4.5,152,意式薄餅,台北市北投區,NA,112台北市北投區溫泉路103-1號
子女居酒屋 粥品•串燒•海鮮•手作-北投店,4.8,610,居酒屋,台北市北投區,02 2891 4112,112台北市北投區育仁路64號一樓
陶板屋 新北投光明店,4.1,"1,740",日本菜,台北市北投區,02 2894 0925,112台北市北投區光明路217號2F
FOOD GYM 附近餐飲-北投健康餐盒|石牌必吃美食|人氣餐廳|舒肥料理|CP餐廳|外帶美食,4.9,104,餐廳,台北市北投區,02 2828 0888,112台北市北投區石牌路二段90巷18-1號
VIVACE 薇瓦琪/北投餐廳/北投義大利麵/北投美食/北投restaurants/北投美食推薦/北投餐酒館,4.4,373,意大利菜,台北市北投區,02 2894 1169,112台北市北投區光明路2巷9號
歐陸餐廳 C'est Bon - 北投麗禧溫泉酒店 Grand View Resort Beitou,4.6,97,歐陸餐廳,台北市北投區,02 2898 8888,112台北市北投區幽雅路30號
打酒啦私廚料理-北投商業簡餐|必吃美食|人氣餐廳|商務聚餐|在地推薦餐廳|熱門美食,4.5,99,餐廳,台北市北投區,02 2891 9076,112台北市北投區大興街34號
記憶的溫度,4.3,720,日本菜,台北市北投區,02 2898 6211,112台北市北投區珠海路38號
莎諾西餐,4.4,"1,471",西部料理,台北市北投區,02 2876 5399,112台北市北投區天母西路105號
丰明殿昆布蔬果涮涮鍋-明德殿,4.4,"1,975",涮涮鍋,台北市北投區,02 2823 9988,112台北市北投區東華街一段362號
(北投老爺大酒店)純歐法料理餐廳,4.3,316,法國菜,台北市北投區,02 2896 9777,112台北市北投區中和街2號
洛城吐司 Los TOAST CAFE,4.9,49,小菜,台北市北投區,02 2820 8206,112台北市北投區實踐街82巷6號
漁當家食堂,4.7,194,海鮮,台北市北投區,02 2826 1490,112台北市北投區裕民四路13號1樓
磺溪小鎮,4.1,174,台灣菜,台北市北投區,02 2873 1235,112台北市北投區石牌路二段360號
葉子異國小廚坊,4.6,506,意大利菜,台北市北投區,02 2898 8186,112台北市北投區立農街二段291號
鳥玩義兒 義式蔬食料理,4.3,240,意大利菜,台北市北投區,02 2891 7029,112台北市北投區中央北路四段358號
大戶屋新北投店,4.3,873,正宗日式料理,台北市北投區,02 2895 1255,112台北市北投區泉源路12號2樓之1
上享庭園餐廳,4.3,762,廣東料理,台北市北投區,02 2894 1808,112台北市北投區中央北路一段228巷1弄4號
蓬萊台菜餐廳,4.2,"1,004",台灣菜,台北市北投區,02 2891 2778,11252台北市北投區中和街238號1F
馬咖咖啡義大利麵,4.4,198,意大利菜,台北市北投區,02 2822 2235,112台北市北投區致遠二路113巷4號
麥當勞(北投店),3.8,940,快餐,台北市北投區,02 2891 3389,112台北市北投區光明路218-3號
(北投老爺大酒店)純歐法料理餐廳,4.3,316,法國菜,台北市北投區,02 2896 9777,112台北市北投區中和街2號
洛城吐司 Los TOAST CAFE,4.9,49,小菜,台北市北投區,02 2820 8206,112台北市北投區實踐街82巷6號
漁當家食堂,4.7,194,海鮮,台北市北投區,02 2826 1490,112台北市北投區裕民四路13號1樓
磺溪小鎮,4.1,174,台灣菜,台北市北投區,02 2873 1235,112台北市北投區石牌路二段360號
葉子異國小廚坊,4.6,506,意大利菜,台北市北投區,02 2898 8186,112台北市北投區立農街二段291號
鳥玩義兒 義式蔬食料理,4.3,240,意大利菜,台北市北投區,02 2891 7029,112台北市北投區中央北路四段358號
大戶屋新北投店,4.3,873,正宗日式料理,台北市北投區,02 2895 1255,112台北市北投區泉源路12號2樓之1
上享庭園餐廳,4.3,762,廣東料理,台北市北投區,02 2894 1808,112台北市北投區中央北路一段228巷1弄4號
蓬萊台菜餐廳,4.2,"1,004",台灣菜,台北市北投區,02 2891 2778,11252台北市北投區中和街238號1F
馬咖咖啡義大利麵,4.4,198,意大利菜,台北市北投區,02 2822 2235,112台北市北投區致遠二路113巷4號
蒔蘿香草蔬食餐廳/義大利麵/燉飯/披薩/下午茶/火鍋/咖啡/甜點/大拼盤/好吃素食/北投美食/北投捷運站美食/北投捷運站素食/素食防疫餐/猴頭菇鐵板麵,4.3,"1,505",素食料理,台北市北投區,02 2894 2866,112台北市北投區北投路二段7號
北投奇岩一號,4.6,188,四川料理,台北市北投區,02 5551 8888,112台北市北投區奇岩路1號
初九麻辣食堂/台北美食/台北麻辣鍋/台北小吃/台北推薦餐廳/北投美食/北投餐廳,4.6,173,中國菜,台北市北投區,02 2821 5946,11266台北市北投區自強街73之1號
北投李家小館,4.0,271,中國菜,台北市北投區,02 2891 7977,112台北市北投區中正街92號
早安勇士,4.3,738,早午餐,台北市北投區,02 2891 2522,112台北市北投區育仁路147號
阿鴻的菜,4.1,446,台灣菜,台北市北投區,02 2897 5097,112台北市北投區中央北路四段532號
掬月亭,4.2,215,日本菜,台北市北投區,02 2895 5093,112台北市北投區光明路218之4號2樓
Mina 創意廚房.咖啡,4.2,537,餐廳,台北市北投區,02 2898 2958,112台北市北投區崇仁路一段77號
阿爽快炒,4.0,454,中國菜,台北市北投區,02 2891 2223,112台北市北投區光明路62號
阿馬非Coffee,4.2,"1,778",素食料理,台北市北投區,02 2895 1125,112台北市北投區大業路516巷2號
気樂 Kiraku 居酒屋,4.1,302,日式串燒,台北市北投區,02 2823 0268,112台北市北投區裕民一路40巷39號
鼎膳便當簡餐,4.5,240,餐廳,台北市北投區,02 2897 6651,112台北市北投區光明路185號
家聚Brunch,4.2,179,餐廳,台北市北投區,02 2894 6609,112台北市北投區中和街258號
百鍋匯,4.8,12,餐廳,台北市北投區,02 2893 1336,112台北市北投區新興路158巷14號
阿金江浙小館,3.9,567,中國菜,台北市北投區,02 2892 3801,112台北市北投區大業路516巷4號
丼布狸居食屋,4.4,634,日本菜,台北市北投區,02 2858 6662,112台北市北投區知行路292巷2號一樓
miso串燒居酒屋,4.3,309,日式串燒,台北市北投區,02 2828 3638,112台北市北投區天母西路130巷5號
傳承茶蝦飯 我家客家小館,4.1,684,客家料理,台北市北投區,02 2895 2219,112台北市北投區中央南路二段14-1號
水美食府,3.9,46,餐廳,台北市北投區,02 2898 3838,112台北市北投區光明路224號
蘿特思咖啡簡餐,4.3,46,餐廳,台北市北投區,02 2894 3945,112台北市北投區溫泉路110-1號
陳季炸雞 北投店,4.4,"1,003",熟食店,台北市北投區,02 2891 7758,112台北市北投區公舘路5號
廣香素食坊,4.5,157,嚴格素食料理,台北市北投區,02 2893 9575,112台北市北投區溫泉路4-1號
全家福素食,4.5,748,素食料理,台北市北投區,02 2823 3260,112台北市北投區石牌路一段166巷112號
仟人活力早餐店,4.3,108,餐廳,台北市北投區,02 2821 1899,112台北市北投區明德路35號
喬園海鮮料理,4.2,"2,079",海鮮,台北市北投區,02 2891 1249,112台北市北投區大業路512號
好聚會日式料理,4.2,243,正宗日式料理,台北市北投區,02 2895 0610,112台北市北投區大同街349號
苗栗客家菜館,4.6,"1,283",客家料理,台北市北投區,02 2894 4082,112台北市北投區中和街457之8號
意夢越南小吃店,4.5,249,越南菜,台北市北投區,0983 593 536,112台北市北投區石牌路一段166巷69弄26號
青菜園,4.3,"2,780",台灣菜,台北市北投區,02 2861 9165,112台北市北投區竹子湖路55之11號
稻香壹壹伍-北投丼飯餐廳/北投美食推薦復興崗捷運站/北投捷運站,4.7,46,餐廳,台北市北投區,02 2894 1044,112台北市北投區稻香路115號
北投麗禧溫泉酒店 Grand View Resort Beitou,4.5,"3,948",溫泉酒店,台北市北投區,02 2898 8888,112台北市北投區幽雅路30號
找午倉 Brunch Pasta Drink,4.3,494,餐廳,台北市北投區,0981 560 158,112台北市北投區大度路三段296巷42號1樓
大竹屋日式料理,4.2,420,餐廳,台北市北投區,02 2828 5027,112台北市北投區西安街二段251號
梅苑小館,4.3,618,中國菜,台北市北投區,02 2895 0066,112台北市北投區永興路一段30號
北投36私房麵,4.4,201,中式麵食,台北市北投區,02 2893 2828,112台北市北投區雙全街36號
芽米日子 yummy vegan home 純植物飲食,4.5,211,嚴格素食料理,台北市北投區,02 2891 9394,112台北市北投區大業路735號
上清料理,4.4,173,餐廳,台北市北投區,02 2892 9639,112台北市北投區大興街23巷21號
水鳥公園52號,4.1,542,歐陸餐廳,台北市北投區,02 2858 3377,112台北市北投區知行路260巷52號
少帥禪園-台北北投張學良幽禁舊居,4.1,"1,552",中式茶館,台北市北投區,02 2893 5336,112台北市北投區幽雅路34號
拾米TOGO SheMe TO GO,4.0,657,餐廳,台北市北投區,02 2892 6040,112台北市北投區泉源路12號
來喫川菜,4.3,124,餐廳,台北市北投區,02 2822 1816,112台北市北投區東華街二段180號
皇池溫泉御膳館,3.9,"10,543",餐廳,台北市北投區,02 2862 3688,112台北市北投區紗帽路42-1號
拾米屋 SheMe house,4.2,"1,007",餐廳,台北市北投區,02 2892 2800,112台北市北投區大同街153號一號倉庫
孝居酒屋,4.4,279,日本菜,台北市北投區,02 2822 7181,112台北市北投區裕民六路114巷25號
福園小館,4.1,103,中國菜,台北市北投區,02 2827 8309,112台北市北投區實踐街70號
馬各 早餐 午餐 飲品,4.3,142,早午餐,台北市北投區,02 2820 9093,112台北市北投區石牌路一段166巷107號
北投新上享餐廳,3.7,834,餐廳,台北市北投區,02 2898 2299,112台北市北投區光明路226號
尋偵手作日本料理,4.5,327,日本菜,台北市北投區,02 2821 9419,112台北市北投區天母西路132-11號
丼窟日式食堂,4.2,324,餐廳,台北市北投區,02 2823 5202,112台北市北投區致遠二路105號
牡羊一加一鬆餅屋,4.4,181,小菜,台北市北投區,0926 341 230,112台北市北投區東華街二段84號
Bonita廚房,4.0,754,小菜,台北市北投區,02 2891 8883,11257台北市北投區中央北路四段515巷3弄1號
朝九晚五早午餐,4.1,218,早午餐,台北市北投區,0925 006 020,112台北市北投區立農街二段265號1樓
麥當勞-台北承德二店,4.0,"3,188",快餐,台北市北投區,02 2821 0533,112台北市北投區承德路七段262號1樓
蘇杭餐廳 天母振興店,3.9,669,浙菜/浙江菜館,台北市北投區,02 2828 6828,112台北市北投區振興街45號
鴻在洞,4.1,202,韓國菜,台北市北投區,02 2821 6547,11289台北市北投區自強街63號1樓
雍翠庭 Chinese Cuisine - 北投麗禧溫泉酒店 Grand View Resort Beitou,4.3,48,中國菜,台北市北投區,02 2898 8888,112台北市北投區幽雅路30號
明德平價小炒,4.1,45,餐廳,台北市北投區,02 2826 5307,112台北市北投區裕民三路23號
陽明山竹子湖故鄉海芋農園-附設餐廳,4.4,"2,209",餐廳,台北市北投區,0919 931 239,112台北市北投區竹子湖路海芋大道
Q仔素,4.6,41,嚴格素食料理,台北市北投區,02 2821 1026,112台北市北投區致遠二路121號
義ㄇㄞㄇㄞ義大利麵,4.2,764,意大利菜,台北市北投區,02 2823 7574,112台北市北投區石牌路二段68巷19號每月最後一個星期日公休
北海道大眾食堂,4.2,376,餐廳,台北市北投區,0938 579 011,112台北市北投區裕民三路21號
石牌鵝肉,4.2,164,餐廳,台北市北投區,02 2822 2757,112台北市北投區石牌路一段166巷111號
霸王紅面薑母鴨總舖,4.0,202,餐廳,台北市北投區,02 2827 5491,112台北市北投區東華街一段540號
富順樓 北投店,3.8,214,中國菜,台北市北投區,02 2895 2107,112台北市北投區中央北路二段5號
呷賀食堂 GREAT FEAST,4.3,33,餐廳,台北市北投區,02 2828 0373,112台北市北投區東華街二段120號
越南料理,4.4,190,越南菜,台北市北投區,02 2823 3063,112台北市北投區實踐街93號
天饗食坊,4.4,22,餐廳,台北市北投區,02 2898 8661,112台北市北投區中山路3號
仙客來海鮮庭園餐廳,4.0,"1,795",海鮮,台北市北投區,02 2820 4658,112台北市北投區東華街二段114號
紅豆食府 石牌店,4.2,244,上海料理,台北市北投區,02 2871 3068,112台北市北投區石牌路二段201號1樓
品馨素食小吃店,4.4,179,素食料理,台北市北投區,02 2823 2235,112台北市北投區立農街一段271號
曦月手作食事日本料理,4.8,348,日本菜,台北市北投區,02 2822 2338,11266台北市北投區立農街二段258號
北投喬園餃子館,4.0,219,中國菜,台北市北投區,02 2893 0505,112台北市北投區北投路一段91巷1號
川湯溫泉養生餐廳,3.9,"2,093",餐廳,台北市北投區,02 2874 7979,112台北市北投區行義路300巷10號
喬園二店,4.2,640,中國菜,台北市北投區,02 2893 0405,112台北市北投區大業路478號
順喜熱炒,4.1,188,台灣菜,台北市北投區,02 2895 0498,"號, No. 72磺港路北投區台北市112"
Coffee Smith 石牌店,4.3,554,餐廳,台北市北投區,02 2828 5787,112台北市北投區明德路333巷31號
金婆婆雲泰小吃（石牌）,3.9,700,餐廳,台北市北投區,02 2826 2581,112台北市北投區東華街一段538號
中國川菜,3.9,325,四川料理,台北市北投區,02 2821 7821,112台北市北投區石牌路二段90巷14號
湖南活魚,4.0,371,海鮮,台北市北投區,02 2892 5938,112台北市北投區中央北路四段452號
百八魚場(石牌店),3.9,"1,238",日本菜,台北市北投區,02 2828 2273,112台北市北投區石牌路二段90巷6號
慶熹宮,3.9,743,韓國菜,台北市北投區,02 2823 9488,112台北市北投區振華街46號
山園野菜餐廳,3.9,632,中國菜,台北市北投區,02 2861 1558,112台北市北投區竹子湖路55-12號号 旁
一齊食蔬川燙滷味（裕民店）,4.5,46,嚴格素食料理,台北市北投區,02 2823 1557,112台北市北投區裕民六路114巷26號
讚岐日式食堂,4.2,92,日本菜,台北市北投區,02 2821 3159,112台北市北投區東華街一段486巷3號1樓
滿納多韓國料理,4.1,150,韓國菜,台北市北投區,02 2822 0565,112台北市北投區石牌路二段99巷5號
三番飯卷,4.2,204,餐廳,台北市北投區,02 2827 1122,112台北市北投區石牌路二段90巷19號一樓
三二行館,4.6,990,室內住宿,台北市北投區,02 6611 8888,112台北市北投區中山路32號
拉亞漢堡 北市立農,4.1,65,早午餐,台北市北投區,02 2820 2228,112台北市北投區立農街二段228號1F
布查花園法式料理,4.1,470,法國菜,台北市北投區,02 2820 9920,112台北市北投區立農街二段155號活動中心
和幸廣定食,4.1,252,食堂與定食餐廳,台北市北投區,0916 675 182,112台北市北投區裕民一路40巷19號1樓
味の堡,4.3,105,餐廳,台北市北投區,02 2822 8735,112台北市北投區裕民三路5號
湖田橋,4.0,110,有機飲食,台北市北投區,02 2861 2445,112台北市北投區竹子湖路29-1號
日勝生加賀屋‧ 天翔餐廳割烹料理,4.0,141,日本菜,台北市北投區,02 2891 1111,112台北市北投區光明路236號3樓
新北投捷運站-美食商店街,3.6,88,餐廳,台北市北投區,NA,112台北市北投區七星街37號
尊賢米粉湯.切仔麵,4.1,131,餐廳,台北市北投區,NA,112台北市北投區振華街26號
新天母素食館,4.2,67,素食料理,台北市北投區,02 2823 5470,112台北市北投區石牌路二段99巷47號
一条通 石牌門市,4.1,923,壽司,台北市北投區,02 2828 8892,112台北市北投區石牌路二段31號
德記燒臘茶餐廳,4.1,302,粵式點心,台北市北投區,02 2897 9898,112台北市北投區中央南路二段133號1樓
蘇梅泰國小館,4.0,485,泰國菜,台北市北投區,02 2827 4830,112台北市北投區裕民三路25號
(櫻崗溫泉會館)櫻崗山莊溫泉餐廳,3.5,34,台灣菜,台北市北投區,02 2871 8965,112台北市北投區行義路300巷3號
Royal Host 樂雅樂餐廳 - 北投店,3.6,"1,386",闔家皆宜料理,台北市北投區,02 2897 6248,112台北市北投區北投路二段9號
鵝肉擔,4.1,"1,100",餐廳,台北市北投區,02 2826 1751,112台北市北投區明德路313號
張吳記什錦麵,4.0,"2,932",什錦麵館,台北市北投區,02 2892 2207,112台北市北投區大業路280巷35弄2號
七窟溫泉餐廳,4.0,502,中國菜,台北市北投區,02 2861 1135,112台北市北投區湖底路7之1號
爭鮮迴轉壽司-新北投店,4.1,"1,017",壽司,台北市北投區,02 2895 3960,112台北市北投區泉源路12號
竹苑素食堂,4.2,134,素食料理,台北市北投區,02 2821 9346,112台北市北投區石牌路二段90巷15號
呷火鍋,4.2,147,火鍋,台北市北投區,02 2828 6068,112台北市北投區石牌路二段97巷8號
艾蜜莉廚房,3.3,457,西部料理,台北市北投區,02 2897 8068,112台北市北投區光明路218之5號2樓
湯瀨溫泉SPA,3.9,"1,001",中菜館,台北市北投區,02 2876 0888,112台北市北投區行義路300巷1號
上味相素食,4.4,74,素食料理,台北市北投區,02 2823 0228,112台北市北投區西安街二段89號
敦煌和漢苑(阿寶手工料理),4.0,407,餐廳,台北市北投區,02 2821 9020,112台北市北投區東陽街424號
阿貴平價海鮮熱炒,4.1,493,台灣菜,台北市北投區,02 2894 8315,112台北市北投區中和街457之6號
北投亞太飯店 Asia Pacific Hotel Beitou,4.3,792,溫泉酒店,台北市北投區,02 2898 3088,112台北市北投區幽雅路31號
士林大鐤 肉焿店,4.4,18,餐廳,台北市北投區,02 2820 9580,112台北市北投區裕民二路23號號
春天酒店幽雅18餐廳,3.8,66,餐廳,台北市北投區,02 2892 4546#27,112台北市北投區幽雅路18號
金樺城鵝肉擔,3.9,470,餐廳,台北市北投區,02 2820 9434,"No. 1 Lane 75 Section 2 Shipai Rd, 北投區台北市112"
六窟溫泉餐廳,3.9,"2,168",台灣菜,台北市北投區,02 2861 1728,112台北市北投區湖底路81號
東方泰國小館,4.0,688,泰國菜,台北市北投區,02 2826 5296,112台北市北投區西安街一段363號
禾豐蔬食煎餃早餐,4.6,177,素食料理,台北市北投區,02 2821 9203,112台北市北投區裕民四路5號
北投文物館,4.4,"1,996",餐廳,台北市北投區,02 2891 2318,112台北市北投區幽雅路32號
FIERY COFFEE 火熱咖啡 北投店,4.5,109,餐廳,台北市北投區,02 2898 8020,112台北市北投區中正街69號1樓
巧晨咖啡館Mattina Caffè/石牌咖啡廳/石牌美食/石牌下午茶/石牌早午餐/北投美食推薦/北投咖啡,3.9,200,餐廳,台北市北投區,02 2823 2268,112台北市北投區裕民一路40巷27號
蒸師傅,3.9,87,餐廳,台北市北投區,0906 281 123,112台北市北投區裕民四路5號-2號
小石鍋 北投石牌店,4.1,405,火鍋,台北市北投區,02 2821 6212,112台北市北投區石牌路一段166巷97號
陽明山竹子湖杉木林餐廳,3.9,646,餐廳,台北市北投區,02 2861 7159,112台北市北投區竹子湖路55-12號
880擔仔麵,3.8,37,餐廳,台北市北投區,02 2820 5574,112台北市北投區尊賢街217號
榮記鴨肉庄,4.3,346,餐廳,台北市北投區,02 2898 2086,112台北市北投區中央北路三段122號
Q10旋風式烤玉米,4.7,132,餐廳,台北市北投區,0975 221 616,112台北市北投區西安街一段329號
石牌自強市場肉羹魯肉飯老店,4.0,47,中國菜,台北市北投區,02 2827 2685,112台北市北投區石牌路一段166巷129號
名廚料理會館,3.8,388,餐廳,台北市北投區,02 2862 6599,112台北市北投區竹子湖路67-8號
禾竹家常菜,4.0,89,中國菜,台北市北投區,02 2823 8945,112台北市北投區西安街二段115號
慧薗溫泉會館,4.0,385,溫泉酒店,台北市北投區,02 2893 5885,112台北市北投區溫泉路銀光巷22號
元緣圓茶藝館,4.2,41,餐廳,台北市北投區,02 2820 7988,112台北市北投區承德路七段1號
石牌潮汕傳統豆花,4.1,121,餐廳,台北市北投區,02 2823 8875,112台北市北投區石牌路一段166巷76號 號
新素派,4.2,107,素食料理,台北市北投區,02 2823 1588,112台北市北投區明德路164號
一品軒排骨店,4.2,402,餐廳,台北市北投區,02 2821 7161,112台北市北投區尊賢街215號
QBurger北投實踐店,3.8,340,早午餐,台北市北投區,02 2825 0909,11276台北市北投區實踐街61號1F
水悅樓景觀餐廳 - 水都北投溫泉會館,3.8,18,餐廳,台北市北投區,02 2897 9060,112台北市北投區光明路283號
粟家牛肉麵 總店,4.1,"1,829",中式麵食,台北市北投區,02 2893 7803,112台北市北投區永興路一段2號
日勝生加賀屋國際溫泉飯店,4.3,"2,656",餐廳,台北市北投區,02 2891 1111,112台北市北投區光明路236號
旺利自助餐,4.1,88,自助餐,台北市北投區,02 2826 1306,112台北市北投區致遠二路104號
口口香小吃店,4.1,168,熟食店,台北市北投區,02 2827 5872,112台北市北投區振華街10號
五年九班,4.1,354,早午餐,台北市北投區,02 2828 0056,112台北市北投區裕民四路11號
味の屋 日式咖哩 壽喜燒丼飯,4.3,129,餐廳,台北市北投區,02 2828 3230,112台北市北投區實踐街67號
海御城精緻海鮮,3.7,49,海鮮,台北市北投區,02 2821 9931,112台北市北投區自強街127號
YU丼販-石牌總店,3.6,257,餐廳,台北市北投區,0968 603 058,112台北市北投區裕民一路20號
摘星樓星月360度旋轉景觀餐廳,3.8,578,餐廳,台北市北投區,02 2837 7122,112台北市北投區洲美街271號
草山行館,4.1,"1,565",旅遊景點,台北市北投區,02 2862 2404,112台北市北投區湖底路89號
家家素食,4.0,72,嚴格素食料理,台北市北投區,02 2821 6905,112台北市北投區西安街一段315號1樓
大三元快餐,3.9,804,餐廳,台北市北投區,02 2822 5496,112台北市北投區裕民一路19號
石牌當歸鴨食至名歸,4.0,653,餐廳,台北市北投區,02 2821 6540,112台北市北投區東華街一段530號
気樂 Kiraku 居酒屋,4.1,302,日式串燒,台北市北投區,02 2823 0268,112台北市北投區裕民一路40巷39號
